LSOA01CD,LSOA01NM,LSOA01NM2,Local Authority Name,2005Overall index score,2005Rank Overall,2005Income Number (1),2005Income Percentage (2),2005Employment (revised) (3) Number (1),2005Employment (revised) (3) Percentage (2),2005Income Rank,2005Income Score,2005Employment Rank,2005Employment Score,2005Health Rank,2005Health Score,2005Health Rank,2005Health Score,2005Access to Services Rank,2005Access to Services Score,2005Housing Rank,2005Housing Score,2005Physical Environment Rank,2005Physical Environment Score,2005Access to food shop (1),2005Access to GP (2),2005Access to primary school (3),2005Access to secondary school (4),2005Access to dentist (5),2005Access to post office (6),2005Access to library (7),2005Access to leisure centre (8),2005KS2 average point score (1),2005KS3 average point score (2),2005KS4 average point score (3),2005Secondary school absence rates (4),2005Not in education (5),2005Low qualifications (6),2005Male ,2005Female ,2005Total Persons,2005Income Rank,2005Employment Rank (revised) (2),2005Health Rank,2005Education Rank,2005Access to services Rank,2005Housing Rank,2005Physical environment Rank,2005Overall Index Rank (revised) (1),2008Income ,2008Employment ,2008Health ,2008Education ,2008Access to services ,2008Housing ,2008Physical environment ,2008Community safety ,2008Overall Index ,2008Child Index - Income ,2008Child Index - Education ,2008Child Index - Health ,2008Child Index - Access to Services ,2008Child Index - Housing ,2008Child Index - Physical Environment ,2008Child Index - Community Safety ,2008Child Index,2011WIMD score,2011Employment score,2011Income score,2011Education score,2011Health score,2011Community Safety score,2011Access score,2011Enviroment score,2011Housing score,2011Child Index,2011Income domain_Child Index,2011Education domain_Child Index,2011Health domain_Child Index,2011Community Safety domain_Child Index,2011Enviroment domain_Child Index,2011Access to Services domain_Child Index,2011Housing domain_Child Index
W01001045,Porthcawl East Central 2,Bridgend 019D,Bridgend,25.2,608,357,21,208,21,582,26.5,433,33.0,544,28.0,782,20.0,896,16.9,703,22.4,1506,5.2,100,100,100,100,100,100,100,100,84,98,31,7,33,34,805,882,1687,582,433,544,782,896,703,1506,608,505,366,353,1046,1232,703,1307,159,507,788,1253,681,1335,633,1307,159,905,26.6,37.8,30.2,15.3,26.5,35.3,9.8,17.4,22.4,18.1,24.6,12.1,9.5,35.3,17.4,8.0,24.7
W01001046,Porthcawl West Central 1,Bridgend 018C,Bridgend,23.6,653,394,23,211,22,521,29.0,359,37.1,473,31.1,1301,8.5,1667,2.9,947,15.7,1736,2.0,100,100,100,100,100,100,100,100,83,107,46,7,29,31,796,940,1735,521,359,473,1301,1667,947,1736,653,381,308,467,1303,1880,947,1703,175,534,594,1405,1251,1828,1602,1703,175,1127,26.8,54.9,25.2,11.2,21.3,50.1,0.2,2.9,15.7,12.1,13.6,9.9,12.0,50.1,2.9,0.8,3.8
W01001047,Porthcawl West Central 2,Bridgend 018D,Bridgend,9.5,1553,209,12,118,13,1160,11.1,971,15.1,1376,7.3,1760,1.7,1319,8.2,1247,9.5,1487,5.5,95,100,100,100,100,100,100,100,85,116,53,7,29,18,791,904,1696,1160,971,1376,1760,1319,1247,1487,1553,1052,869,1433,1714,1426,1247,1560,927,1450,1322,1742,1594,1804,1233,1560,927,1785,11.2,20.0,12.3,3.4,6.0,14.0,6.5,9.5,9.5,5.9,7.4,3.8,2.5,14.0,9.5,1.1,9.8
W01000107,Porthmadog - Tremadog,Gwynedd 010E,Gwynedd,15.6,1103,168,12,71,9,1171,10.9,1411,6.7,1527,4.9,1136,11.6,209,48.5,180,51.6,634,24.6,68,70,70,78,49,44,39,49,84,102,42,9,29,28,648,735,1383,1171,1411,1527,1136,209,180,634,1103,992,1304,1354,1309,220,180,386,1050,976,935,1239,1314,137,440,386,1050,784,17.5,10.0,11.6,17.4,3.3,14.6,47.5,30.0,51.6,19.7,7.9,25.0,5.4,14.6,30.0,57.0,32.7
W01000105,Porthmadog East,Gwynedd 010C,Gwynedd,18.1,937,248,15,90,10,969,15.2,1312,8.4,774,20.2,764,20.5,846,18.2,183,51.3,422,33.6,99,100,100,100,100,100,100,100,78,93,39,9,34,32,820,863,1683,969,1312,774,764,846,183,422,937,909,1096,891,668,1799,183,120,484,831,1053,609,1428,1862,301,120,484,942,20.2,15.8,16.7,32.2,8.7,27.9,1.2,55.4,51.3,19.7,12.8,39.3,4.7,27.9,55.4,0.4,40.9
W01000106,Porthmadog West,Gwynedd 010D,Gwynedd,9.7,1540,161,9,63,6,1446,6.2,1692,2.6,1778,1.5,1614,3.7,293,41.4,421,33.6,846,18.2,44,53,69,68,67,98,60,45,88,115,62,9,30,24,890,935,1825,1446,1692,1778,1614,293,421,846,1540,1392,1578,1603,1680,547,421,352,1104,1462,1364,1791,1768,407,391,352,1104,1361,9.8,2.9,3.9,6.0,5.8,9.7,27.9,32.0,33.6,10.1,0.7,5.2,0.5,9.7,32.0,34.4,35.3
W01000036,Porthyfelin 1,Isle of Anglesey 003F,Isle of Anglesey,37.1,277,331,30,139,22,240,45.7,329,39.0,526,28.8,353,37.5,1667,2.9,48,75.6,343,38.1,100,100,100,100,100,100,100,100,79,94,30,12,42,43,562,532,1093,240,329,526,353,1667,48,343,277,161,292,371,217,1838,48,647,155,201,361,180,59,1733,123,647,155,174,42.9,51.3,53.0,39.0,31.9,56.5,0.7,35.7,75.6,46.5,45.5,37.3,85.4,56.5,35.7,2.1,59.1
W01000037,Porthyfelin 2,Isle of Anglesey 003G,Isle of Anglesey,19.4,856,214,18,107,16,763,20.5,762,20.6,1177,10.8,680,23.1,1101,12.3,231,46.5,1274,9.0,76,100,100,100,100,100,100,74,82,98,40,12,42,34,578,605,1184,763,762,1177,680,1101,231,1274,856,602,634,1021,548,1396,231,1031,502,676,711,523,421,1301,202,1031,502,583,24.1,28.9,25.7,22.7,19.0,33.2,7.0,15.0,46.5,25.6,26.3,20.9,33.8,33.2,15.0,8.5,49.2
W01001578,Portskewett,Monmouthshire 009C,Monmouthshire,7.8,1668,135,6,72,6,1649,3.2,1730,2.1,1761,1.7,1358,7.6,459,31.8,1736,2.0,376,36.1,83,94,95,99,98,94,77,93,84,107,40,8,31,20,1031,1060,2091,1649,1730,1761,1358,459,1736,376,1668,1590,1664,1713,1333,505,1736,79,1649,1527,1705,1311,1207,492,1655,79,1649,1384,7.4,4.4,4.1,6.8,1.2,5.7,29.7,18.1,2.0,8.9,4.5,6.8,4.8,5.7,18.1,30.2,3.1
W01000212,Prestatyn Central 1,Denbighshire 003A,Denbighshire,7.2,1694,182,8,104,8,1482,5.6,1450,6.1,1550,4.6,1428,6.4,754,20.8,1417,6.6,1509,5.2,89,96,99,100,100,100,87,100,81,107,48,9,23,19,1026,1147,2173,1482,1450,1550,1428,754,1417,1509,1694,1350,1146,1468,1305,910,1417,1524,1373,1581,1266,1148,1052,1675,920,1524,1373,1563,8.8,12.1,6.2,5.5,8.6,9.3,16.6,1.4,6.6,7.3,7.3,5.0,10.8,9.3,1.4,2.8,16.3
W01000213,Prestatyn Central 2,Denbighshire 002A,Denbighshire,27.7,516,421,29,144,19,281,42.3,508,29.5,1415,6.6,559,27.4,1667,2.9,44,76.9,1235,9.7,100,100,100,100,100,100,100,100,76,100,31,10,23,40,674,773,1447,281,508,1415,559,1667,44,1235,516,182,376,1262,257,1862,44,1470,207,317,261,365,606,1691,78,1470,207,321,35.2,41.3,51.1,43.9,13.0,27.5,0.4,4.4,76.9,39.8,53.8,40.2,44.2,27.5,4.4,2.6,67.6
W01000214,Prestatyn East 1,Denbighshire 002B,Denbighshire,19.7,835,214,16,94,12,861,17.8,1077,12.8,410,34.2,965,15.3,862,17.8,870,17.6,327,39.1,97,96,100,100,100,96,98,100,81,100,41,10,31,27,608,706,1313,861,1077,410,965,862,870,327,835,965,945,189,700,1459,870,429,551,715,823,644,642,1329,1053,429,551,797,19.6,14.0,20.4,19.2,32.4,21.6,6.0,34.7,17.6,20.8,19.6,19.1,31.3,21.6,34.7,8.1,13.3
W01000215,Prestatyn East 2,Denbighshire 002C,Denbighshire,3.8,1843,61,4,53,6,1815,1.0,1704,2.4,1744,1.9,1499,5.3,865,17.7,1789,1.3,1846,0.6,78,100,100,100,100,100,97,80,82,106,51,9,31,15,730,823,1553,1815,1704,1744,1499,865,1789,1846,1843,1765,1693,1723,1582,718,1789,1769,1712,1851,1812,1399,1193,531,1790,1769,1712,1726,4.8,4.4,1.9,2.8,2.1,6.4,21.9,0.1,1.3,6.6,0.5,3.7,10.8,6.4,0.1,28.6,1.3
W01000216,Prestatyn East 3,Denbighshire 002D,Denbighshire,16.2,1062,240,16,96,11,909,16.6,1166,11.0,1023,14.0,1189,10.6,763,20.5,289,41.7,505,29.7,99,99,99,100,100,100,99,99,79,101,48,10,31,20,727,797,1524,909,1166,1023,1189,763,289,505,1062,903,1129,1099,897,1742,289,691,799,1112,1057,696,1459,1354,130,691,799,1049,16.4,15.8,19.4,14.1,12.4,13.7,1.9,30.0,41.7,15.9,14.6,16.8,4.6,13.7,30.0,7.6,58.1
W01000217,Prestatyn Meliden,Denbighshire 008C,Denbighshire,18.2,928,401,19,152,12,723,21.7,1036,13.7,1269,9.1,648,24.2,860,17.9,208,48.6,1661,3.0,95,100,98,100,100,100,89,100,80,97,32,10,34,28,1019,1135,2154,723,1036,1269,648,860,208,1661,928,645,942,1232,584,662,208,1842,742,801,405,472,740,732,117,1842,742,456,21.3,20.0,24.5,23.1,12.0,21.2,23.7,1.7,48.6,27.0,29.0,24.5,28.6,21.2,1.7,21.5,60.1
W01000218,Prestatyn North 1,Denbighshire 001A,Denbighshire,17.0,1006,324,18,121,12,773,20.2,1031,13.8,900,16.8,872,17.5,1667,2.9,640,24.4,354,37.4,100,100,100,100,100,100,100,100,81,99,39,9,36,25,853,967,1820,773,1031,900,872,1667,640,354,1006,561,928,1066,722,1415,640,592,603,840,819,632,829,1180,1054,592,603,870,19.9,22.2,23.2,18.1,13.3,18.1,6.6,40.0,24.4,17.2,15.9,19.2,15.4,18.1,40.0,10.7,13.3
W01000219,Prestatyn North 2,Denbighshire 001B,Denbighshire,23.2,677,379,22,165,19,535,28.4,562,27.3,1618,3.6,676,23.2,1011,14.2,274,42.9,405,34.5,100,100,99,100,100,100,97,100,81,100,33,10,36,31,769,928,1698,535,562,1618,676,1011,274,405,677,785,887,1330,577,863,274,365,864,807,755,471,295,532,100,365,864,412,21.6,17.8,24.6,21.7,10.8,19.4,17.8,44.9,42.9,28.8,23.6,20.6,33.4,19.4,44.9,28.5,63.1
W01000220,Prestatyn North 3,Denbighshire 001C,Denbighshire,25.2,609,381,22,143,19,547,27.9,534,28.4,764,20.5,675,23.3,843,18.3,960,15.4,339,38.3,100,79,96,100,100,100,62,100,83,103,35,10,36,39,829,906,1735,547,534,764,675,843,960,339,609,560,449,987,592,474,960,617,1168,588,1049,608,1333,494,252,617,1168,897,26.2,34.8,20.8,32.1,17.2,6.6,31.1,41.3,15.4,24.5,20.2,33.6,13.3,6.6,41.3,30.1,44.6
W01000221,Prestatyn South West 1,Denbighshire 003B,Denbighshire,17.4,978,262,18,106,13,788,19.8,959,15.4,1423,6.5,796,19.6,895,17.0,264,43.7,466,31.4,100,61,100,100,100,100,57,100,82,97,42,10,46,27,693,798,1491,788,1004,1475,796,986,264,531,978,725,901,1220,894,371,264,545,1036,781,746,847,210,738,92,545,1036,487,22.6,15.8,20.5,22.3,13.1,26.2,36.4,40.5,43.7,26.2,18.2,28.7,24.9,26.2,40.5,21.3,64.6
W01000222,Prestatyn South West 1,Denbighshire 003C,Denbighshire,15.2,1119,258,15,122,13,979,14.9,1004,14.4,1475,5.7,999,14.5,986,14.8,660,23.8,531,28.6,100,100,77,100,100,100,70,100,80,103,47,9,46,28,809,954,1763,979,959,1423,999,895,660,466,1119,853,860,1190,809,528,660,569,1525,926,1102,891,953,1072,359,569,1525,1122,18.0,17.8,14.1,20.7,9.8,4.3,28.7,38.9,23.8,17.9,13.3,21.9,17.6,4.3,38.9,12.9,37.1
W01000485,Presteigne 1,Powys 011F,Powys,11.2,1433,152,10,60,8,1332,8.0,1498,5.4,1523,5.0,1226,9.9,218,47.7,1429,6.4,1127,11.8,50,55,59,86,1,75,56,74,84,99,46,9,33,25,712,759,1472,1332,1498,1523,1226,218,1429,1127,1433,1306,1582,1538,1217,216,1429,829,1776,1411,1471,1180,1188,281,1748,829,1776,1386,11.2,6.1,6.7,11.8,3.9,4.2,47.9,14.2,6.4,11.2,5.1,14.3,3.2,4.2,14.2,42.3,1.9
W01000486,Presteigne 2,Powys 011G,Powys,13.7,1225,170,16,50,9,876,17.4,1427,6.5,1850,0.6,1249,9.5,371,36.4,865,17.7,421,33.6,83,95,88,99,0,95,95,97,89,111,43,9,33,34,512,545,1056,876,1427,1850,1249,371,865,421,1225,865,1391,1787,1128,1002,865,377,1535,1355,871,1472,1487,1808,830,377,1535,1410,11.5,10.0,13.1,15.2,2.9,11.3,14.4,12.3,17.7,8.6,8.7,11.3,5.3,11.3,12.3,1.1,18.6
W01001579,Priory 1,Monmouthshire 001E,Monmouthshire,6.4,1734,94,7,66,8,1620,3.6,1460,5.9,1808,1.1,1702,2.5,833,18.6,1153,11.3,747,21.0,93,100,71,100,100,100,93,99,87,111,51,10,26,13,644,738,1382,1620,1460,1808,1702,833,1153,747,1734,1629,1331,1746,1773,1187,1153,331,431,1623,1627,1740,1863,612,1446,331,431,1565,9.0,10.0,5.6,1.5,3.0,31.1,10.6,30.1,11.3,9.4,4.0,1.8,3.0,31.1,30.1,25.4,6.2
W01001580,Priory 2,Monmouthshire 002E,Monmouthshire,16.3,1056,267,18,142,18,742,21.1,617,25.2,1292,8.7,1318,8.3,1387,7.1,1002,14.4,971,15.1,100,100,100,100,100,100,98,100,83,107,44,10,26,26,670,783,1453,742,617,1292,1318,1387,1002,971,1056,1014,915,1013,1096,1181,1002,1259,694,1172,1181,1000,678,1242,1126,1259,694,1249,14.7,15.8,12.1,10.0,15.2,16.0,10.7,40.7,14.4,14.8,11.9,9.5,21.1,16.0,40.7,9.6,11.8
W01000108,Pwllheli North,Gwynedd 012D,Gwynedd,18.8,890,359,18,145,13,740,21.2,997,14.5,1158,11.2,1128,11.8,703,22.4,53,74.0,1250,9.4,97,98,94,100,100,99,99,95,84,106,46,9,53,28,940,1010,1950,740,997,1158,1128,703,53,1250,890,733,990,883,978,1402,53,701,497,817,695,1049,1127,541,80,701,497,675,19.5,15.8,17.4,16.0,14.7,25.0,6.9,34.4,74.0,20.7,14.1,15.3,11.3,25.0,34.4,28.2,67.1
W01000109,Pwllheli South,Gwynedd 012E,Gwynedd,20.0,816,353,19,150,14,733,21.4,885,17.2,1209,10.2,907,16.7,802,19.4,62,71.5,910,16.6,100,98,96,100,100,100,98,100,83,97,44,9,35,33,895,1012,1907,733,885,1209,907,802,62,910,816,700,881,1058,713,987,62,530,875,739,1171,848,1151,1537,77,530,875,1069,21.0,15.8,19.1,20.8,16.8,14.9,14.8,35.4,71.5,16.7,11.0,17.6,12.1,14.9,35.4,4.8,67.8
W01001048,Pyle 1,Bridgend 008B,Bridgend,12.9,1287,133,9,102,11,1420,6.6,1183,10.7,1275,9.0,1042,13.5,819,18.9,1800,1.2,93,64.4,95,100,100,100,100,100,78,100,82,112,32,10,36,27,715,732,1447,1420,1183,1275,1042,819,1800,93,1287,1376,1283,1608,1323,1557,1800,1806,1005,1723,1326,1426,1561,1802,1834,1806,1005,1788,9.0,10.0,4.9,8.5,10.1,13.3,4.5,35.1,1.2,6.7,5.2,7.0,3.3,13.3,35.1,1.2,0.8
W01001049,Pyle 2,Bridgend 008C,Bridgend,34.5,338,416,31,164,22,210,48.4,365,36.7,992,14.7,251,44.7,1667,2.9,546,27.9,169,52.9,100,100,100,100,100,100,100,100,82,90,32,10,36,55,650,681,1331,210,365,992,251,1667,546,169,338,147,172,851,140,1413,546,714,507,218,168,156,717,1516,580,714,507,267,44.9,59.6,46.2,53.7,34.9,37.3,6.7,74.9,27.9,38.2,43.6,48.9,31.4,37.3,74.9,5.1,26.6
W01001050,Pyle 3,Bridgend 008D,Bridgend,26.0,578,319,21,153,17,594,26.1,676,23.2,878,17.4,453,32.0,1127,11.8,869,17.6,25,84.5,99,100,100,100,100,100,100,100,82,93,32,10,36,40,725,799,1524,594,676,878,453,1127,869,25,578,605,635,581,623,1691,869,1449,387,708,630,778,1161,1872,497,1449,387,924,26.5,28.9,30.3,23.7,31.7,24.9,2.6,48.9,17.6,23.4,25.9,19.9,25.9,24.9,48.9,0.3,30.0
W01001051,Pyle 4,Bridgend 008E,Bridgend,22.8,696,291,19,167,18,682,23.0,610,25.5,375,36.2,890,17.1,1107,12.2,1376,7.3,684,23.0,82,100,100,100,100,100,84,100,85,99,42,10,36,32,741,761,1502,682,610,375,890,1107,1376,684,696,819,713,422,910,1120,1376,1592,861,857,609,1078,560,1109,1262,1592,861,885,22.5,23.9,29.3,18.1,22.6,22.4,11.9,32.1,7.3,24.6,34.3,16.4,25.0,22.4,32.1,12.1,9.2
W01001052,Pyle 5,Bridgend 008F,Bridgend,33.4,363,363,26,179,21,382,35.8,385,35.6,379,35.9,355,37.3,1667,2.9,568,27.1,123,59.1,100,100,100,100,100,100,100,100,80,92,27,10,36,44,675,730,1405,382,385,379,355,1667,568,123,363,327,507,180,375,1367,568,1075,659,387,613,478,420,1567,987,1075,659,649,29.0,31.9,30.5,32.4,29.8,24.5,7.4,45.7,27.1,21.9,24.0,24.6,20.4,24.5,45.7,4.3,14.8
W01000718,Quarter Bach 1,Carmarthenshire 010D,Carmarthenshire,20.9,770,256,17,164,19,820,18.9,564,27.2,705,22.3,944,15.8,664,23.6,696,22.6,1625,3.5,62,99,100,65,99,100,99,0,74,105,49,9,39,35,728,777,1505,820,564,705,944,664,696,1625,770,596,567,659,643,751,696,1265,1019,653,629,563,640,381,1161,1265,1019,628,24.1,23.9,23.7,20.3,32.9,21.8,20.9,22.5,22.6,25.2,26.5,18.8,28.5,21.8,22.5,35.8,11.1
W01000719,Quarter Bach 2,Carmarthenshire 010E,Carmarthenshire,22.5,712,235,16,166,20,893,17.0,498,30.0,547,27.9,952,15.6,452,32.1,1083,12.7,1370,7.4,35,95,99,88,99,97,87,33,83,106,37,9,39,31,707,770,1477,893,498,547,952,452,1083,1370,712,808,557,571,824,353,1083,1556,1475,705,1073,711,558,322,796,1556,1475,851,22.8,23.9,15.8,17.9,34.4,12.9,37.5,22.2,12.7,20.1,12.7,19.8,23.9,12.9,22.2,39.4,19.6
W01000328,Queensferry,Flintshire 011C,Flintshire,27.6,521,391,20,141,12,640,24.4,1024,13.9,356,37.3,757,20.7,762,20.6,94,64.2,32,81.4,94,88,100,100,88,100,100,90,80,108,39,8,70,31,931,1018,1949,640,1024,356,757,762,94,32,521,730,926,400,524,1222,94,1,766,502,420,571,1427,1060,42,1,766,386,28.4,17.8,25.5,33.3,29.0,24.0,10.0,82.6,64.2,31.8,33.4,36.6,5.5,24.0,82.6,13.2,77.6
W01000413,Queensway 1,Wrexham 010C,Wrexham,72.5,7,644,53,224,33,10,92.9,43,77.2,122,59.3,1,100.0,1098,12.4,56,73.1,654,24.0,82,100,100,100,100,100,53,100,71,71,10,11,79,58,592,628,1219,10,43,122,1,1098,56,654,7,14,34,11,10,1311,56,58,2,2,10,41,288,1074,17,58,2,10,74.4,85.9,99.1,84.0,52.2,98.2,8.4,49.5,73.1,67.8,99.1,67.3,31.2,98.2,49.5,12.9,88.6
W01000414,Queensway 2,Wrexham 010D,Wrexham,51.1,97,418,36,143,20,121,59.5,450,32.2,54,73.7,61,71.8,1004,14.4,19,87.5,1201,10.3,88,100,100,100,100,100,2,86,79,87,25,11,79,48,528,624,1153,121,450,54,61,1004,19,1201,97,133,358,55,96,782,19,598,105,89,241,173,525,1041,13,598,105,179,54.4,41.3,61.4,59.0,67.8,80.2,20.0,41.8,87.5,49.2,61.6,47.5,27.4,80.2,41.8,13.6,90.9
W01001845,Radyr 1,Cardiff 006B,Cardiff,3.6,1853,73,4,67,7,1796,1.2,1637,3.3,1867,0.4,1873,0.3,1340,7.9,1805,1.1,512,29.4,96,100,100,100,100,100,100,100,88,117,56,8,14,8,786,882,1668,1796,1637,1867,1873,1340,1805,512,1853,1776,1722,1827,1888,1431,1805,347,1176,1856,1789,1867,1135,1396,1644,347,1176,1758,4.0,2.9,3.7,0.1,1.4,5.1,6.4,26.5,1.1,7.0,5.1,0.2,13.1,5.1,26.5,7.0,3.2
W01001846,Radyr 2,Cardiff 006C,Cardiff,4.4,1823,79,5,36,4,1740,2.0,1872,0.3,1815,1.0,1850,0.6,937,15.9,1600,3.9,390,35.3,95,92,100,100,100,100,92,60,89,116,55,8,14,12,720,788,1508,1740,1872,1815,1850,937,1600,390,1823,1701,1767,1687,1796,550,1600,153,1769,1688,1668,1818,1282,644,1352,153,1769,1561,6.4,1.7,2.8,1.5,0.9,3.9,27.8,37.8,3.9,8.5,3.6,1.5,6.1,3.9,37.8,24.3,7.7
W01001847,Radyr 3,Cardiff 006D,Cardiff,2.9,1874,52,3,51,5,1861,0.4,1805,1.1,1882,0.2,1878,0.2,1220,10.0,1894,0.0,500,29.9,100,100,100,100,100,100,100,99,90,119,53,8,14,7,852,867,1718,1861,1805,1882,1878,1220,1894,500,1874,1873,1776,1882,1887,1075,1894,174,1732,1848,1763,1875,1790,1203,1887,174,1732,1807,4.3,1.7,1.3,0.1,0.1,4.1,12.8,40.7,0.0,6.5,5.3,0.2,3.6,4.1,40.7,10.3,0.1
W01001581,Raglan,Monmouthshire 005E,Monmouthshire,7.9,1658,119,7,55,6,1634,3.4,1757,1.7,1875,0.3,1611,3.7,204,49.0,1451,6.1,913,16.5,69,72,72,35,58,73,0,0,91,105,47,9,23,18,866,932,1798,1634,1757,1875,1611,204,1451,913,1658,1445,1700,1819,1615,161,1451,1057,1620,1574,1584,1594,1503,156,1587,1057,1620,1478,8.9,1.7,3.2,4.2,2.5,2.1,53.8,19.6,6.1,10.9,2.9,5.2,4.8,2.1,19.6,54.5,4.0
W01001470,Rassau 1,Blaenau Gwent 001D,Blaenau Gwent,24.5,625,190,12,181,18,1159,11.2,575,26.8,308,40.4,721,21.8,580,26.6,1746,1.9,131,57.9,93,94,99,100,96,99,0,98,83,98,44,9,43,32,771,769,1540,1159,575,308,721,580,1746,131,625,1211,663,1020,923,467,1746,300,1626,965,1295,961,1578,610,1494,300,1626,1357,20.4,22.2,16.5,15.8,14.3,6.9,31.4,69.7,1.9,19.8,24.8,14.6,2.5,6.9,69.7,25.5,5.4
W01001471,Rassau 2,Blaenau Gwent 001E,Blaenau Gwent,38.2,252,496,30,242,25,266,43.5,207,48.7,647,24.2,196,49.9,1186,10.6,1421,6.5,168,53.0,100,100,100,100,100,100,4,100,73,97,29,9,43,54,811,862,1673,266,207,647,196,1186,1421,168,252,165,77,330,281,918,1421,167,332,131,199,443,435,1159,774,167,332,270,49.0,59.6,55.4,46.3,52.7,39.6,16.4,83.5,6.5,39.2,51.9,38.1,24.6,39.6,83.5,11.2,20.2
W01000953,Resolven 1,Neath Port Talbot 005B,Neath Port Talbot,26.3,569,292,18,187,20,769,20.4,465,31.5,589,26.3,517,29.1,543,28.1,803,19.4,622,25.1,18,94,99,100,2,100,94,79,86,99,30,9,41,42,791,834,1625,769,465,589,517,543,803,622,569,597,533,530,616,525,803,616,654,548,540,851,600,556,1383,616,654,616,25.1,28.9,26.6,22.2,22.4,12.9,28.8,25.2,19.4,21.9,25.9,15.9,23.3,12.9,25.2,27.5,7.2
W01000954,Resolven 2,Neath Port Talbot 005C,Neath Port Talbot,16.0,1077,166,11,126,14,1262,9.2,865,17.7,998,14.5,958,15.4,533,28.5,1409,6.7,455,32.0,2,100,100,100,2,100,100,84,84,106,43,8,41,37,729,772,1501,1262,865,998,958,533,1409,455,1077,919,744,916,1012,762,1409,303,1146,937,946,1205,430,635,1453,303,1146,862,18.5,17.8,15.9,17.2,24.1,6.6,20.6,41.6,6.7,24.1,16.2,14.1,56.6,6.6,41.6,24.6,6.0
W01001053,Rest Bay 1,Bridgend 018E,Bridgend,7.3,1691,62,6,59,10,1697,2.5,1267,9.1,1498,5.4,1766,1.6,469,31.3,1891,0.1,1615,3.7,100,38,95,100,100,38,29,87,86,110,57,7,11,17,518,539,1057,1697,1267,1498,1766,469,1891,1615,1691,1644,1107,1783,1804,410,1891,1853,1522,1668,1366,1820,1830,486,1887,1853,1522,1734,8.0,12.1,3.6,2.0,3.6,1.7,34.2,1.1,0.1,6.5,3.6,2.0,5.8,1.7,1.1,30.5,0.1
W01001054,Rest Bay 2,Bridgend 018F,Bridgend,7.2,1693,101,8,31,6,1487,5.5,1719,2.2,1279,8.9,1815,1.0,390,35.3,1872,0.3,1494,5.4,63,62,93,100,100,46,58,100,92,110,57,7,11,12,554,658,1212,1487,1719,1279,1815,390,1872,1494,1693,1558,1695,1502,1817,665,1872,1848,1686,1817,1497,1859,1551,1575,1850,1848,1686,1878,6.8,4.4,5.6,1.2,11.9,1.2,23.6,3.4,0.3,4.6,6.9,0.7,7.0,1.2,3.4,4.2,0.6
W01000487,Rhayader,Powys 012E,Powys,14.6,1161,274,13,119,11,1113,12.1,1184,10.7,1148,11.4,1017,14.1,278,42.6,1128,11.8,1495,5.4,88,88,70,0,89,88,88,89,77,106,43,8,47,30,1013,1099,2112,1113,1184,1148,1017,278,1128,1495,1161,1138,1103,988,1010,280,1128,1435,1149,1097,1402,982,780,408,1065,1435,1149,1218,16.7,12.1,12.9,24.4,13.4,11.4,42.4,2.4,11.8,20.4,13.8,33.2,23.8,11.4,2.4,34.3,13.1
W01001233,Rhigos,Rhondda Cynon Taf 001F,Rhondda Cynon Taf,23.4,670,310,18,213,21,764,20.5,399,34.8,854,18.0,978,15.0,296,41.2,1436,6.3,1648,3.2,38,40,91,50,87,90,40,40,88,101,45,9,35,36,841,877,1718,764,399,854,978,296,1436,1648,670,926,545,849,629,296,1436,707,1215,697,906,544,219,267,946,707,1215,523,21.6,26.4,16.9,22.4,23.2,9.0,41.2,2.1,6.3,26.5,17.8,21.8,55.7,9.0,2.1,43.4,15.7
W01000180,Rhiw 1,Conwy 008C,Conwy,12.7,1302,71,5,83,9,1760,1.7,1346,7.8,300,40.9,1852,0.5,344,38.0,1494,5.4,1838,0.7,16,42,95,96,95,95,42,27,90,112,73,9,22,13,723,719,1442,1760,1346,300,1852,344,1494,1838,1302,1671,1300,1124,1840,350,1494,1795,1338,1591,1783,1837,1873,292,1386,1795,1338,1753,7.9,6.1,2.2,0.7,11.0,6.3,37.6,0.1,5.4,6.8,1.2,0.7,1.9,6.3,0.1,41.5,7.1
W01000181,Rhiw 2,Conwy 008D,Conwy,5.4,1780,84,6,65,7,1715,2.3,1641,3.3,1302,8.5,1719,2.2,791,19.7,1334,8.0,1842,0.7,0,61,100,100,100,100,60,0,84,105,63,9,22,16,736,763,1499,1715,1641,1302,1719,791,1334,1842,1780,1622,1557,1525,1701,658,1334,1796,1281,1756,1441,1707,1470,374,1244,1796,1281,1596,7.0,6.1,4.8,1.3,7.8,6.5,23.8,0.1,8.0,9.9,7.0,0.7,11.0,6.5,0.1,36.2,9.6
W01000182,Rhiw 3,Conwy 007D,Conwy,47.2,127,536,35,268,36,139,56.8,20,86.9,360,37.0,1094,12.5,1667,2.9,64,71.0,1823,0.9,100,100,100,100,100,100,100,100,81,105,42,9,22,34,727,806,1533,139,20,360,1094,1667,64,1823,127,194,33,519,971,1726,64,979,281,176,405,1092,118,1040,270,979,281,364,41.5,80.6,44.4,16.1,30.3,36.4,2.1,0.6,71.0,28.9,28.2,13.9,58.5,36.4,0.6,13.6,43.2
