Ward Code,Ward Name,LGD Name,Multiple Deprivation Measure Score,Rank of Multiple Deprivation Measure Domain,Income Domain Score,Rank of Income Domain,Employment Domain Score,Rank of Employment Domain,Health Domain Score,Rank of Health Domain,Education Domain Score,Rank of Education Domain,Access Domain Score,Rank of Access Domain,Social Environment Domain Score,Rank of Social Environment Domain,Housing Domain Score,Rank of Housing Domain,Child Poverty Measure Score,Rank of Child Poverty Measure
2402,Ballymaconnell,North Down,2.67,554,6.49,551,5.26,555,-1.53,559,-1.63,540,-0.01,260,-1.30,550,0.23,407,7.62,546
2403,Ballymagee,North Down,2.47,559,6.68,548,5.78,542,-1.17,535,-1.16,512,-0.26,322,-1.25,543,0.20,500,8.50,543
2404,Bangor Castle,North Down,6.56,492,16.93,437,10.75,362,-1.02,520,-1.01,496,-0.85,486,-0.16,317,0.26,284,27.58,399
2405,Bloomfield,North Down,15.69,334,25.91,292,10.09,391,-0.10,316,0.69,122,-0.46,394,-0.38,375,0.29,166,39.00,269
2406,Broadway,North Down,2.48,558,8.72,522,6.58,525,-1.85,565,-1.82,552,-0.48,399,-1.21,540,0.25,329,12.80,510
2407,Bryansburn,North Down,1.59,563,6.00,554,6.80,519,-1.26,545,-2.01,560,-0.73,458,-1.17,536,0.22,463,6.47,553
2408,Churchill,North Down,5.19,516,10.76,502,8.57,452,-0.73,478,-1.58,537,-0.33,344,-0.82,477,0.28,212,10.51,530
2409,Clandeboye,North Down,17.15,304,25.40,302,10.35,381,-0.23,365,0.78,103,-0.19,305,0.53,140,0.28,206,34.83,316
2410,Conlig,North Down,24.09,204,33.10,185,14.06,188,0.26,186,0.67,129,0.03,254,-0.31,357,0.24,373,48.64,172
2411,Craigavad,North Down,4.31,528,5.79,555,6.21,532,-1.24,541,-2.16,561,0.39,197,-1.47,561,0.28,189,2.66,565
2412,Crawfordsburn,North Down,4.57,526,5.08,562,4.25,562,-1.48,556,-2.34,563,0.13,245,-0.86,489,0.32,70,6.21,556
2413,Cultra,North Down,2.48,557,3.33,565,3.23,565,-2.20,566,-2.00,558,0.04,253,-1.29,549,0.24,358,2.38,566
2414,Dufferin,North Down,32.09,119,32.80,187,17.35,74,0.43,143,1.10,64,-0.38,361,0.19,225,0.25,334,49.45,169
2415,Groomsport,North Down,5.35,513,8.42,531,8.07,468,-1.26,544,-1.44,533,0.19,234,-0.84,484,0.29,170,10.81,529
2416,Harbour,North Down,22.25,229,24.34,321,17.13,86,-0.71,474,-0.72,447,-1.42,542,1.51,18,0.35,24,40.56,253
2417,Holywood Demesne,North Down,4.84,521,15.55,452,7.15,494,-0.46,420,-1.14,510,-0.77,468,-0.86,490,0.26,283,27.68,398
2418,Holywood Priory,North Down,4.75,524,6.80,546,6.96,507,-1.23,540,-1.85,553,-0.33,346,-0.61,432,0.32,77,6.98,550
2419,Loughview,North Down,15.42,337,24.39,318,9.92,404,-0.01,281,0.74,110,-0.05,273,-0.79,469,0.24,376,41.43,241
2420,Princetown,North Down,3.79,537,7.41,541,7.46,487,-1.44,555,-2.63,566,-0.30,335,-0.81,471,0.28,200,4.41,563
2421,Rathgael,North Down,3.70,538,12.01,495,6.78,520,-1.33,547,-0.51,403,-1.00,506,-0.55,421,0.25,346,20.14,457
2422,Silverstream,North Down,12.81,388,21.64,364,11.99,290,-0.48,429,0.44,185,-0.81,478,-0.56,422,0.27,225,35.62,308
2423,Spring Hill,North Down,2.67,555,6.35,552,5.62,548,-1.57,561,-1.29,521,-0.32,339,-1.53,564,0.26,274,11.44,522
2424,Whitehill,North Down,25.86,175,33.50,182,14.39,172,0.19,208,1.07,66,-0.91,495,0.01,278,0.28,213,60.23,98
2501,Beragh,Omagh,17.87,291,27.73,261,13.17,238,0.04,266,-0.54,408,0.88,97,-0.55,419,0.25,330,37.73,289
2502,Camowen,Omagh,26.83,165,33.72,179,14.61,162,0.87,65,-0.60,423,-0.35,352,0.47,150,0.33,57,53.37,138
2503,Clanabogan,Omagh,15.91,327,21.73,360,13.34,227,-0.18,347,-0.72,448,0.75,118,-0.86,491,0.31,93,23.82,428
2504,Coolnagard,Omagh,13.95,367,26.43,282,13.37,226,-0.19,348,-0.41,376,-0.41,370,-0.71,451,0.24,357,33.80,333
2505,Dergmoney,Omagh,22.33,226,23.88,328,16.86,91,0.47,135,-1.24,517,-0.79,474,1.25,44,0.25,308,29.85,380
2506,Dromore,Omagh,32.72,114,38.54,118,16.30,97,0.67,96,-0.07,301,0.89,92,-0.04,285,0.28,203,50.53,159
2507,Drumnakilly,Omagh,28.11,152,34.90,160,15.51,130,0.22,197,0.18,232,1.04,66,-0.88,494,0.28,192,43.48,221
2508,Drumquin,Omagh,32.65,115,35.36,153,16.10,104,0.34,166,0.54,159,1.26,39,-0.70,450,0.29,181,48.48,175
2509,Drumragh,Omagh,17.78,292,15.81,448,15.88,112,0.27,179,-0.97,489,-0.12,284,-0.84,481,0.28,191,17.51,480
2510,Fairy Water,Omagh,12.16,400,17.91,424,11.71,307,-0.42,406,-0.99,491,0.76,116,-0.97,507,0.30,121,21.45,445
2511,Fintona,Omagh,46.08,44,44.06,73,19.82,33,1.03,48,0.50,169,0.44,184,1.32,33,0.29,150,54.14,133
2512,Gortin,Omagh,17.02,307,22.70,349,11.44,327,-0.17,342,-0.02,285,0.86,99,-0.53,413,0.33,42,23.62,430
2513,Gortrush,Omagh,30.85,130,39.30,110,15.38,135,0.66,97,0.13,245,-0.44,382,0.41,161,0.33,55,52.90,146
2514,Killyclogher,Omagh,16.52,319,31.92,195,11.61,315,-0.55,436,0.12,250,-0.25,319,-0.07,291,0.29,157,42.41,231
2515,Lisanelly,Omagh,29.07,145,39.86,103,13.74,209,0.32,169,1.02,73,-0.59,426,0.78,100,0.23,391,61.10,90
2516,Newtownsaville,Omagh,25.99,173,29.87,232,14.60,165,0.53,116,-0.55,412,1.13,54,-0.81,473,0.32,78,35.29,312
2517,Owenkillew,Omagh,38.86,73,40.87,99,18.17,55,-0.09,314,0.28,212,1.83,6,-0.75,456,0.31,106,50.91,158
2518,Sixmilecross,Omagh,35.33,96,38.35,120,16.18,100,0.76,83,-0.49,399,1.36,26,-0.65,439,0.32,62,45.28,205
2519,Strule,Omagh,15.19,341,23.52,337,11.85,301,0.13,226,-0.07,299,-0.33,345,0.39,164,0.26,268,38.30,279
2520,Termon,Omagh,46.97,39,43.45,77,21.78,14,0.88,62,-0.18,328,1.34,30,-1.26,544,0.28,209,48.06,180
2521,Trillick,Omagh,25.94,174,36.64,140,13.62,215,0.07,256,-0.45,386,1.15,53,-0.76,462,0.34,30,48.32,178
2601,Artigarvan,Strabane,27.39,160,31.05,212,17.07,87,0.06,257,-0.19,334,0.83,103,0.22,211,0.31,94,42.77,229
2602,Castlederg,Strabane,49.71,34,54.24,22,19.59,35,0.74,88,0.64,137,0.50,177,0.93,74,0.29,158,72.03,39
2603,Clare,Strabane,38.86,72,39.30,109,17.58,69,0.57,110,0.66,132,1.27,35,-0.69,447,0.28,185,48.45,176
2604,Dunnamanagh,Strabane,37.77,83,39.00,115,16.01,108,0.30,174,0.75,108,1.45,18,0.27,195,0.30,141,53.17,143
2605,East,Strabane,56.52,21,59.58,13,20.13,31,0.93,51,1.41,36,-0.64,434,1.38,24,0.23,381,79.10,18
2606,Finn,Strabane,25.44,180,31.27,206,13.55,219,0.23,192,0.49,172,0.89,93,-0.39,376,0.32,80,44.16,213
2607,Glenderg,Strabane,43.45,57,45.16,66,17.51,73,0.40,149,0.44,186,2.08,3,-0.55,416,0.32,85,60.88,92
2608,Newtownstewart,Strabane,38.52,77,41.01,98,17.19,83,0.29,176,0.63,141,0.76,117,0.92,75,0.36,18,58.91,104
2609,North,Strabane,25.04,188,29.91,230,15.83,118,0.16,217,-0.66,435,-0.15,294,1.79,7,0.28,196,39.24,266
2610,Plumbridge,Strabane,36.10,92,35.62,149,15.18,138,-0.01,280,0.81,100,1.84,5,-0.44,389,0.34,35,50.47,160
2611,Sion Mills,Strabane,38.04,80,37.32,132,17.96,59,0.22,196,1.13,60,0.37,202,0.20,222,0.34,37,54.41,127
2612,Slievekirk,Strabane,26.67,167,28.03,255,15.43,132,0.08,248,0.10,252,1.23,43,0.18,227,0.30,118,41.73,238
2613,South,Strabane,34.92,98,48.23,46,16.31,96,0.13,230,0.84,94,-0.73,457,0.49,148,0.21,477,66.72,62
2614,Victoria Bridge,Strabane,35.53,94,33.82,177,18.76,46,-0.16,341,0.46,179,1.06,64,0.13,236,0.36,15,47.05,188
2615,West,Strabane,37.68,85,46.55,59,17.34,75,0.57,108,0.89,90,-0.45,383,0.34,179,0.19,533,62.48,83
